,20,40,60,80,100
Merkle Tree,0.04227312405904134,0.017104069391886394,0.027335087458292644,0.014958858489990234,0.026750564575195312
Accumulator: Aggregate,0.27724971771240237,0.5744029939174652,0.8216151674588521,1.071097519993782,1.3123483085632324
Accumulator: Aggregate w. NI-PoE,0.3036574602127075,0.5943051755428315,0.8642285863558451,1.0811562061309814,1.324830071926117
