,20,40,60,80,100
Merkle Tree,0.0026390552520751953,0.005156755447387695,0.0077130794525146484,0.010595083236694336,0.012331724166870117
Accumulator: Batch,0.30652809143066406,0.5760409832000732,0.9877309799194336,1.1335811614990234,1.4004359245300293
Accumulator: Batch w. NI-PoE,0.24939966201782227,0.4846169948577881,0.867048978805542,0.9579911231994629,1.1779110431671143
